start,end,mean,std,max,last,slope,label,lead_s,y_true,y_pred,y_proba
1781459461.0,1781460061.0,4.826666666666667,2.133843688954017,13.0,7.0,0.0019552276534101506,0,,0,0,0.05938750166574164
1781270941.0,1781271541.0,3.828333333333333,1.9821361933249917,11.0,2.0,7.0694640818451e-05,0,,0,0,0.06118391378377188
1781080081.0,1781080681.0,5.386666666666667,2.287754843120701,14.0,4.0,0.0019428387301075806,0,,0,0,0.03525856729116751
1780841581.0,1780842181.0,15.0,4.468780594300866,31.0,11.0,-0.014065372403812235,0,,0,0,0.0008609271552823587
1781182741.0,1781183341.0,5.235,2.3614490607816774,14.0,6.0,-0.0014989208303356335,0,,0,0,0.04255357692685258
1781279341.0,1781279941.0,8.401666666666667,2.886231202720176,18.0,17.0,0.003881705226958954,0,,0,0,0.04114942753096815
1781058721.0,1781059321.0,6.336666666666667,2.6274174054044446,15.0,6.0,0.002747340964836014,0,,0,0,0.032129430022425805
1780926961.0,1780927561.0,8.418333333333333,2.9246077609750603,19.0,10.0,-0.0009085858571829426,0,,0,0,0.0172029364951998
1781455681.0,1781456281.0,3.49,1.8555951426249568,11.0,5.0,0.0005951127642021243,0,,0,0,0.08145758242991918
1781158261.0,1781158861.0,5.523333333333333,2.339399258119248,12.0,1.0,-0.0010032250089583603,0,,0,0,0.04104506466648638
1781402821.0,1781403421.0,3.2916666666666665,1.7972007554960452,10.0,6.0,-0.000921863671843535,0,,0,0,0.11021003762476617
1780796941.0,1780797541.0,30.883333333333333,9.746609096957203,58.0,25.0,0.0076731879810777275,0,,0,0,2.6706674555489526e-06
1781478721.0,1781479321.0,3.35,1.778810463952432,9.0,0.0,-0.0005110014194483951,0,,0,0,0.08040644505770629
1781425321.0,1781425921.0,4.198333333333333,2.118725376782518,12.0,5.0,-0.0007643076786324389,1,1364.0,1,0,0.06328584218927928
1780826641.0,1780827241.0,10.0,3.2726136343907144,21.0,6.0,-0.0005573904371956638,0,,0,0,0.006877934439636733
1780750021.0,1780750621.0,13.33,3.6447816578408827,29.0,18.0,0.004988513856982946,0,,0,0,0.0029569454206476112
1781131441.0,1781132041.0,7.075,2.937012370873958,17.0,10.0,-0.0052298756385434275,0,,0,0,0.0285969800268868
1781277661.0,1781278261.0,6.821666666666666,2.5435927128549665,16.0,5.0,-0.0012113089203025626,0,,0,0,0.023013435588162056
1781387461.0,1781388061.0,4.585,2.1352849146347346,13.0,3.0,-0.002668479634665646,0,,0,0,0.04180256226543999
1781276881.0,1781277481.0,8.123333333333333,2.8480617190565862,19.0,10.0,0.00041339003719454597,0,,0,0,0.017504528385413148
1780902121.0,1780902721.0,11.518333333333333,3.43069437415939,23.0,9.0,0.0006572518256994968,0,,0,0,0.00537082611346536
1781060881.0,1781061481.0,7.786666666666667,3.0035238563320177,18.0,4.0,-0.0028141189281081316,0,,0,0,0.012583636349556006
1781575501.0,1781576101.0,7.128333333333333,2.7273669638601175,19.0,4.0,-0.00263686843574564,0,,0,0,0.010500718688106099
1781490421.0,1781491021.0,6.406666666666666,2.591901918583255,17.0,7.0,0.0011831143975399852,0,,0,0,0.02264035273847866
1780901521.0,1780902121.0,11.968333333333334,3.529966556341418,23.0,11.0,-0.004430706751963185,0,,0,0,0.006325281261586195
1781346121.0,1781346721.0,5.62,2.2844984861744457,13.0,3.0,-0.0018996163878232941,0,,0,0,0.03955850259908112
1780788181.0,1780788781.0,14.573333333333334,3.880458163098213,31.0,16.0,0.0014246706240850667,0,,0,0,0.0014484863021198922
1780786921.0,1780787521.0,12.93,3.813366841344623,25.0,12.0,-0.001254559040441767,0,,0,0,0.004179268685689197
1781425861.0,1781426461.0,3.475,1.8706616476530438,9.0,2.0,-0.0009965305459181829,1,824.0,1,0,0.09485551976082049
1781205541.0,1781206141.0,5.308333333333334,2.2538701283693245,13.0,3.0,0.000709863082953002,0,,0,0,0.04020089391009452
1781130121.0,1781130721.0,5.133333333333334,2.4101636643366957,15.0,2.0,-0.0029648415690043655,0,,0,0,0.02369541977537174
1780802281.0,1780802881.0,9.928333333333333,3.175405048528805,21.0,8.0,-0.0022419228942302666,0,,0,0,0.008372424778975133
1781636521.0,1781637121.0,2.7712854757929883,1.639285091024588,9.0,4.0,0.000716121146588798,0,,0,0,0.11703135226428886
1781204281.0,1781204881.0,4.595,2.1449883449566807,12.0,10.0,-0.0011909755304875846,0,,0,0,0.09634930140526148
